country,date,total_renewable_production
Spain,2014-04-01,10618.976
Spain,2014-05-01,8856.678
Spain,2014-06-01,7533.487
Spain,2014-07-01,7871.829
Spain,2014-08-01,6812.164000000001
Spain,2014-09-01,5103.876
Spain,2014-10-01,6221.842
Spain,2014-11-01,8368.318000000001
Spain,2014-12-01,8974.265
Spain,2015-01-01,8241.407
Spain,2015-02-01,10231.391
Spain,2015-03-01,9774.941
Spain,2015-04-01,7911.263
Spain,2015-05-01,9762.022
Spain,2015-06-01,7188.871
Spain,2015-07-01,7147.228999999999
Spain,2015-08-01,6730.4
Spain,2015-09-01,6018.416
Spain,2015-10-01,6598.456
Spain,2015-11-01,6861.803
Spain,2015-12-01,5834.801
Spain,2016-01-01,9924.908000000001
Spain,2016-02-01,11258.43
Spain,2016-03-01,11235.894
Spain,2016-04-01,11211.137
Spain,2016-05-01,10619.376
Spain,2016-06-01,8110.097
Spain,2016-07-01,7671.54
Spain,2016-08-01,7535.397
Spain,2016-09-01,5830.758
Spain,2016-10-01,5076.19
Spain,2016-11-01,6202.472
Spain,2016-12-01,5266.801
Spain,2017-01-01,7810.9800000000005
Spain,2017-02-01,7802.103
Spain,2017-03-01,8638.156
Spain,2017-04-01,7553.584
Spain,2017-05-01,6966.09
Spain,2017-06-01,6482.280000000001
Spain,2017-07-01,6389.879
Spain,2017-08-01,6037.021000000001
Spain,2017-09-01,5539.249
Spain,2017-10-01,5276.290999999999
Spain,2017-11-01,5849.255
Spain,2017-12-01,8070.109
Spain,2018-01-01,8379.661037
Spain,2018-02-01,7999.933370999999
Spain,2018-03-01,13325.782261
Spain,2018-04-01,10556.682031999999
Spain,2018-05-01,8287.431845000001
Spain,2018-06-01,7795.816978
Spain,2018-07-01,7469.522365
Spain,2018-08-01,6861.871811
Spain,2018-09-01,5627.400554
Spain,2018-10-01,6877.219049
Spain,2018-11-01,7333.768325999999
Spain,2018-12-01,7532.910371
Spain,2019-01-01,8959.511675
Spain,2019-02-01,7245.433887
Spain,2019-03-01,8517.761281000001
Spain,2019-04-01,7781.851989
Spain,2019-05-01,8417.884736
Spain,2019-06-01,7092.440311
Spain,2019-07-01,6778.552473
Spain,2019-08-01,5982.380845
Spain,2019-09-01,6523.682761
Spain,2019-10-01,6123.911279
Spain,2019-11-01,10824.846910999999
Spain,2019-12-01,10963.741844
Spain,2020-01-01,9338.590401
Spain,2020-02-01,8582.512809
Spain,2020-03-01,10361.124426
Spain,2020-04-01,8268.365727
Spain,2020-05-01,9318.036653000001
Spain,2020-06-01,8333.132538
Spain,2020-07-01,9034.731626
Spain,2020-08-01,8353.465893
Spain,2020-09-01,7788.368724
Spain,2020-10-01,9600.411904
Spain,2020-11-01,7784.797909999999
Spain,2020-12-01,11800.461394
Spain,2021-01-01,12495.560326
Spain,2021-02-01,12392.024782
Spain,2021-03-01,11771.75344
Spain,2021-04-01,8978.832312
Spain,2021-05-01,10298.897745
Spain,2021-06-01,9027.301472000001
Spain,2021-07-01,10144.755896
Spain,2021-08-01,8903.776689
Spain,2021-09-01,7154.897981
Spain,2021-10-01,7755.051157
Spain,2021-11-01,9364.37318
Spain,2021-12-01,10877.018323
Spain,2022-01-01,9475.678602
Spain,2022-02-01,8113.457197
Spain,2022-03-01,10172.864268000001
Spain,2022-04-01,10855.397472
Spain,2022-05-01,11070.817466
Spain,2022-06-01,9109.251442
Spain,2022-07-01,9969.422483
Spain,2022-08-01,9519.009648
Spain,2022-09-01,8873.469159
Spain,2022-10-01,8442.199886
Spain,2022-11-01,10031.399777
Spain,2022-12-01,10017.709893
United States,2010-01-01,32611.07
United States,2010-02-01,29251.608
United States,2010-03-01,32611.758
United States,2010-04-01,31790.56
United States,2010-05-01,38057.388
United States,2010-06-01,42580.376
United States,2010-07-01,35648.479999999996
United States,2010-08-01,31062.171000000002
United States,2010-09-01,27906.057
United States,2010-10-01,28486.601000000002
United States,2010-11-01,32582.235
United States,2010-12-01,35400.693999999996
United States,2011-01-01,37804.59
United States,2011-02-01,37973.711
United States,2011-03-01,45170.791000000005
United States,2011-04-01,46941.516
United States,2011-05-01,48149.213
United States,2011-06-01,47137.271
United States,2011-07-01,43141.08
United States,2011-08-01,38046.579
United States,2011-09-01,31817.691000000003
United States,2011-10-01,33737.707
United States,2011-11-01,36273.121999999996
United States,2011-12-01,37731.731
United States,2012-01-01,39995.817
United States,2012-02-01,34292.513
United States,2012-03-01,43061.83
United States,2012-04-01,42466.22
United States,2012-05-01,45601.096000000005
United States,2012-06-01,43103.077
United States,2012-07-01,40312.518
United States,2012-08-01,36107.901
United States,2012-09-01,30395.938
United States,2012-10-01,32463.75
United States,2012-11-01,33833.168000000005
United States,2012-12-01,40758.17
United States,2013-01-01,42791.399
United States,2013-02-01,37555.299
United States,2013-03-01,39933.842000000004
United States,2013-04-01,45988.861000000004
United States,2013-05-01,49299.149000000005
United States,2013-06-01,45921.001
United States,2013-07-01,43396.977
United States,2013-08-01,36532.87
United States,2013-09-01,33239.839
United States,2013-10-01,35536.193
United States,2013-11-01,37495.989
United States,2013-12-01,39423.585
United States,2014-01-01,43516.226
United States,2014-02-01,35113.584
United States,2014-03-01,46598.886999999995
United States,2014-04-01,48575.581
United States,2014-05-01,47615.307
United States,2014-06-01,47782.657
United States,2014-07-01,42767.329
United States,2014-08-01,36462.389
United States,2014-09-01,33188.798
United States,2014-10-01,36875.794
United States,2014-11-01,42290.003000000004
United States,2014-12-01,41405.445999999996
United States,2015-01-01,43507.651
United States,2015-02-01,41780.695
United States,2015-03-01,45103.634
United States,2015-04-01,46113.912
United States,2015-05-01,43954.088
United States,2015-06-01,40955.733
United States,2015-07-01,42465.911
United States,2015-08-01,39975.743
United States,2015-09-01,36398.886
United States,2015-10-01,38300.009
United States,2015-11-01,43858.25
United States,2015-12-01,48445.486
United States,2016-01-01,49060.976
United States,2016-02-01,50369.916
United States,2016-03-01,55421.925
United States,2016-04-01,52847.947
United States,2016-05-01,52380.245
United States,2016-06-01,48014.252
United States,2016-07-01,48467.329
United States,2016-08-01,42577.618
United States,2016-09-01,41284.82399999999
United States,2016-10-01,45139.681000000004
United States,2016-11-01,44724.093
United States,2016-12-01,52014.811
United States,2017-01-01,54530.541
United States,2017-02-01,52498.34
United States,2017-03-01,65055.51
United States,2017-04-01,64379.598999999995
United States,2017-05-01,65794.981
United States,2017-06-01,62020.047
United States,2017-07-01,53186.121
United States,2017-08-01,45699.799
United States,2017-09-01,46568.596000000005
United States,2017-10-01,51418.666
United States,2017-11-01,50129.766
United States,2017-12-01,52361.829
United States,2018-01-01,59402.221453
United States,2018-02-01,57411.367087
United States,2018-03-01,62321.910300999996
United States,2018-04-01,64661.963368
United States,2018-05-01,66017.88137799999
United States,2018-06-01,65267.354963
United States,2018-07-01,52405.320249000004
United States,2018-08-01,53926.833603
United States,2018-09-01,48220.181079
United States,2018-10-01,49480.585281
United States,2018-11-01,52425.639599
United States,2018-12-01,55433.187631
United States,2019-01-01,58290.576942
United States,2019-02-01,53631.457128
United States,2019-03-01,63040.363187
United States,2019-04-01,68461.926956
United States,2019-05-01,70518.566872
United States,2019-06-01,64743.214862
United States,2019-07-01,60957.735233
United States,2019-08-01,55318.109814
United States,2019-09-01,53234.735767
United States,2019-10-01,55378.613629
United States,2019-11-01,54772.717721
United States,2019-12-01,57190.240889
United States,2020-01-01,60031.546012
United States,2020-02-01,62582.032307
United States,2020-03-01,60882.418726
United States,2020-04-01,60989.523088
United States,2020-05-01,70673.57799399999
United States,2020-06-01,71793.793398
United States,2020-07-01,63076.520000000004
United States,2020-08-01,60146.74487
United States,2020-09-01,53391.302243
United States,2020-10-01,57849.819212
United States,2020-11-01,64513.130703
United States,2020-12-01,63846.084449
United States,2021-01-01,66988.953112
United States,2021-02-01,60148.899146
United States,2021-03-01,75744.919007
United States,2021-04-01,72020.857039
United States,2021-05-01,75901.000606
United States,2021-06-01,70648.825992
United States,2021-07-01,63894.549539
United States,2021-08-01,67608.767016
United States,2021-09-01,64640.993858
United States,2021-10-01,65619.588062
United States,2021-11-01,69411.11935400001
United States,2021-12-01,77644.750898
United States,2022-01-01,77618.153525
United States,2022-02-01,75448.091624
United States,2022-03-01,86610.767154
United States,2022-04-01,85587.703336
United States,2022-05-01,87742.306132
United States,2022-06-01,84050.124894
United States,2022-07-01,78523.549431
United States,2022-08-01,69369.926268
United States,2022-09-01,64130.444113
United States,2022-10-01,65457.0834
United States,2022-11-01,73962.24209900001
United States,2022-12-01,72582.052383
